id,legacy_id,name,type,sub_type,neighborhood,city,state,country,lat,lon,image,description,source,curation_status,notes
FH-0489,CH-0489,Movimento Armorial,Fato Histórico,Movimento Artistico,,Pernambuco,Pernambuco,Brasil,,,,"O movimento armorial, surgido na década de 70 no Brasil, foi uma vertente artístico-cultural de valorização das artes populares nordestinas. O objetivo central era criar uma arte brasileira singular baseada nas raízes populares. Idealizado pelo escritor paraibano Ariano Suassuna, essa manifestação abrangeu a literatura, música, dança, teatro, artes plásticas, arquitetura, cinema, etc.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0238,CH-0238,Mural da Batalha dos Guararapes,Local,Monumento,Santo Antônio,Recife,Pernambuco,Brasil,,,,"Mural da Batalha dos Guararapes é um monumento localizado em Santo Antônio, no Recife/Pernambuco. Relaciona-se a Francisco Brennand, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Mural da Batalha dos Guararapes funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0358,CH-0358,Cais do Sertão,Local,Museu,Recife Antigo,Recife,Pernambuco,Brasil,,,,"O Centro Cultural Cais do Sertão é um dos museus mais modernos e imersivos do Brasil, instalado à beira-mar no antigo Armazém 10 do Porto do Recife. O espaço propõe uma viagem poética e sensorial pela cultura nordestina, tendo como fio condutor a vida e a obra de Luiz Gonzaga, o Rei do Baião.",https://pt.wikipedia.org/wiki/Museu_Cais_do_Sert%C3%A3o; https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Nome anterior: Museu Cais do Sertão; validar fonte oficial e endereço.
LC-0239,CH-0239,Museu da Abolição (Casarão de João Alfredo),Local,Museu,,Pernambuco,Pernambuco,Brasil,,,,"O Museu da Abolição, instalado no antigo casarão associado a João Alfredo, no bairro da Madalena, é uma instituição dedicada à memória da escravidão, da resistência negra e do processo abolicionista no Brasil. O espaço preserva debates sobre a formação social brasileira, as violências da escravidão e as lutas por liberdade e cidadania. conecta-se à Avenida Caxangá, a João Alfredo e a outros registros da memória política e social pernambucana, funcionando como ponto de reflexão sobre abolição, patrimônio e desigualdade.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0571,CH-0571,Museu da Imagem e do Som de Pernambuco,Local,Museu,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html ; https://conjuntosurbanospe.com.br/conjuntos-urbanos/recife-olinda/,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0436,CH-0436,Museu de Arte Popular,Local,Museu,São José,Recife,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gx67hOygIp2Bif4LiTmcA90xmOVsGLjpir2qvxV07VRyuohjYkRkFUz95KQYHDD_Np44p14B-vLLMBvqMBNWug572KjedEhag-3bQdiX3g2acVaCkchk5yFQMVVJqERlwoT74EVE4hBZMcmVkBooWg9R2lD2almOjTYB047bDxnKq0A6HguxsAoLwCZsnp7CGda3ohMAsiyZA?fife=s16383,A casa 49 do Patio de São Pedro abriga o MAP sua coleção o retrata os estados do nordeste brasileiro através de obras em madeira gesso e cerâmica (barro).,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0240,CH-0240,Museu do Estado,Local,Museu,Graças,Recife,Pernambuco,Brasil,,,,"Museu do Estado é um museu localizado em Graças, no Recife/Pernambuco. O espaço se relaciona à formação cultural, educacional ou artística de Pernambuco e ajuda a preservar memórias, práticas e experiências coletivas. aparece associado a Avenida Rui Barbosa, indicando sua função como registro de conhecimento, sociabilidade e produção cultural. o registro aproxima educação, patrimônio, cultura urbana e trajetórias históricas que atravessam a cidade.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0241,CH-0241,Museu do Homem do Nordeste,Local,Museu,Apipucos,Recife,Pernambuco,Brasil,,,,"Museu do Homem do Nordeste é um museu localizado em Apipucos, no Recife/Pernambuco. O espaço se relaciona à formação cultural, educacional ou artística de Pernambuco e ajuda a preservar memórias, práticas e experiências coletivas. aparece associado a Museu Cais do Sertão, Instituto Ricardo Brennand, Oficina Brennand, Francisco Brennand e Museu do Homem do Nordeste, indicando sua função como registro de conhecimento, sociabilidade e produção cultural. o registro aproxima educação, patrimônio, cultura urbana e trajetórias históricas que atravessam a cidade.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0434,CH-0434,Museu Franciscano de Arte Sacra,Local,Museu,Santo Antônio,Recife,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gw0aBo_j-0nNj2ib79mjlBYt4eEvg3rF3nHrl4DMCcxlS4QSgEPvfSxoYQAbvs_LmCWi1V3sqVnxIW_kKjgSTkspKtO1vPk1LPekFjabYEHfAekEUHV_kGo2gELsoKE3dgFfpvOyakqBZhsFFqiasQtbGPFsWJpMJKBoldYHo50rUoPslwE_qFVmX6gGEkFmmuOK2n5ZCQue08?fife=s16383,"no bairro de Santo Antonio, os visitantes podem observar valiosas peças do catolicismo no Recife e desfrutar da beleza da Capela Dourada datada de 1696 um dos melhores exemplos da arte sacra e do estilo barroco brasileiro.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0447,CH-0447,Museu Regional de Olinda (MAC),Local,Museu,,Olinda,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gz2WR2bxPS1aNCThzAZV6mq4bOwwBZYBju7cDHkq9_gKsrCeZ-0_9DPuQ7WW2XRORK3mrdEwEPWxJf55ryyhUv6QnTO4bPNlqJk8mvwD-2wFrDVyugDo87k1yMsKEP9XZqM8rKuHI-knI_AeQec2sLkGAx8b0ahss5Bwufpa8U96YFO8jpf8ZNUF-zKW_AaoDq9UILfLZad2A?fife=s16383,"Abrigado em uma casa de estilo colonial construída entre 1745 e 1749, o Museu Regional de Olinda é mais uma parada obrigatória para quem deseja conhecer a fundo a história da cidade. O seu cenário é uma verdadeira representação da vida social e doméstica dos moradores de Olinda em 1700.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0432,CH-0432,Museum Murillo La Greca,Local,Museu,Parnamirim,Recife,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gyatc_BdfkUkjMNEJRC5vhN4zdM3PQJ2IW2KkazHIoWCyYDuYV_TvIlxttKpD7UdMp43H9KlOrNdzExdfLcnte97_gMEqPoVZa0lenxR4iAvwmx2urELwkENn3rF-2QMU6xJv3W2e6rrOCynb6HvmFSjbSSODjdMAuCTPPhej7HGzrWeXnMEC9kcOCg9sgYb7XZqTOg7xzHzQ?fife=s16383,No bairro de Parnamirim os amantes da arte contemporânea conhecerão o acervo de 14 mil desenhos de Murilo La Greca em ténicas diversas. No local também são guardadas 160 pinturas e cartas trocadas pelo artista com Portinari e Giacometti.,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0575,CH-0575,Nação do Maracatu Estrela Brilhante,Local,Agremiação Carnavalesca,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0576,CH-0576,Nação do Maracatu Leão Coroado,Local,Agremiação Carnavalesca,,Pernambuco,Pernambuco,Brasil,,,,,https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,missing_description,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0244,CH-0244,Noite dos Tambores Silenciosos,Fato Histórico,Evento Religioso,,Pernambuco,Pernambuco,Brasil,,,,"A Noite dos Tambores Silenciosos é uma das cerimônias mais simbólicas do carnaval do Recife. Realizada no Pátio do Terço, em São José, reúne nações de maracatu em homenagem aos ancestrais negros e às vítimas da escravidão. O ritual combina música, silêncio, religiosidade, memória e afirmação afro-pernambucana. conecta-se à Confederação do Equador, igrejas, pátios e agremiações culturais, mostrando como o centro do Recife concentra camadas de história política, religiosa e popular.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0247,CH-0247,O Carapuceiro,Fato Histórico,Jornal,,Pernambuco,Pernambuco,Brasil,,,,"O Carapuceiro é um sitio histórico relacionado à história de Pernambuco. Relaciona-se a Padre Carapuceiro, formando uma ponte entre acontecimentos, espaços urbanos e personagens públicos. O registro ajuda a contextualizar disputas políticas, mudanças sociais, conflitos, práticas culturais ou transformações ambientais que marcaram a formação pernambucana. O Carapuceiro funciona como eixo narrativo para compreender como eventos coletivos deixam marcas na paisagem, na memória pública e nas conexões entre diferentes pontos do território.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0463,CH-0463,O Forró,Local,Estilo Musical,Recife Antigo,Recife,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwKCBDPuLyLwhBqlfWxV72Hykc0Fb1wCH83P8Jsy6tJGbBCWIVjLaec5ciBgwWhjrEkoDTVU_kGMdeD0wpvetUr5QSP5S9UOpyBmf7avBc_76SpQAESODDAVxdfghBBLVKe0b-_l4Riu0M-YXq9zDMDCpk1yEjaacec8Mo5QtqoLiwy5aUD5BMvJR3BjV3Wr-WH6J2JJBc9EB0ZlWZcZkF1pmESRZRxG4sI-JqdvE_ijkxaBmIQNsOZtlMHpA?fife=s16383,"Batuque. Sanfona. Triângulo. E em Engenhos e feiras do Agreste ao Sertão, uma mistura tradições europeias com povos originários e quilombos, veio a a cadência que celebrava amores, saudades, santos e boas colheitas: o forró O danado começou em Paris, foi para Portugal e chegou por aqui. Inicialmente “forrobodó”, nome nos bailes em chão batido do interior de Pernambuco, no séc 19 E ali, entre a seca e o riso, encontrou sua casa Em 13.12.32, nasce, em Exú, o mito que mangava, mas respeitava Januário e teria sido esquecido se não fosse o filho, Gonzaguinha: Luiz Gonzaga (Mestre Lua / Rei do Baião) que deu cara, voz e sanfona ao forró representando um Brasil profundo e fez do ritmo uma linguagem nacional Cantou o Sertão que os centros ignoravam Precisou adaptar o sotaque para ser gravado e tocado nos centros Sul e Sudeste do Brasil que sempre chamavam os Sertões como uma grande mesma coisa “Nordeste”, multiplicado uma ignorância que discriminava e discrimina a nossa forma de falar. Mas pequenos é quem carrega preconceito Vieram outros: Dominguinhos, Petrúcio, Flávio que ecoam das janelas do Alto Sertão e com uma “Capital” e a outra com o “maior São João do Mundo” Como o forró é generoso, acabou ganhando corpo também no Carnaval: não é raro ver frevos virando xote com Elba e Alceu tocando no São João e no Carnaval como quem conhece as raízes e dança com elas E vem toda a entourage do São João: Bandeiras, Bacamarteiros, Xilogravoura, Couro, Xaxado, Coco de Roda e Quadrilhas O forró segue mais vivo que nunca e entre os muitos ritmos, chegou o piseiro, o mais próximo do forró original que temos hoje. E quem puxa essa ponta é o menino de Serrita que todo mundo ama: João Gomes E não confunda. Forró passa longe de Sertanejo, caso você não seja da terra e não saiba a diferença entre Maranhão e Piaui e Alagoas e Sergipe. Com fogueira, pamonha, trio pé-de-serra, vestido de chita, céu estrelado e coração batendo forte no compasso da sanfona, o forró e o baião pulsam mais fortes do que nunca.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0493,CH-0493,O Frevo,Fato Histórico,Manifestação Cultural,Rua do Bom Jesus,Pernambuco,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy4C9j71ZFHxSTQ5765xUME4wI6jRC-56pQO3kNGi77yylsTo2fKwoG2t0qQDoaQgkdQy7JfCFhVqA9ZHRn_YLeN2eaPS1uGlxJq6aGIbhaXVOIv0kQlTeQKcMwHhVdpozhQIJ_SL0nmX6S7D3WR7U3zKjVyACP2lJueuYxCeeSQQ79YjU0bfcRH_GwWk8oQp6JBjVk3vvGDg?fife=s16383,"Nome o Frevo 1908 - Descrição Pernambuco, grande centro econômico do Açúcar, foi o terceiro maior destino de escravos traficados para o Brasil, que mesmo cladestinamente, conseguiram manter e adaptar suas tradições e religiosidade, criando o Afoxé, Candomblé o Maracatu e a Capoeira, essa última sendo determinante para a invenção do Frevo. Ao mesmo tempo, as elites locais sempre tentaram reproduzir os festejos europeus, sobretudo os de Milão e Lisboa. A mistura de tradições se manifestava fortemente no Carnaval de Pernambuco e grupos foram formados, com muitos representando entidades já existentes, como batalhões de polícia. marinha e exército, que desfilavam com suas bandas marciais e seus famosos maestros. Entre esses maestros se destacou o Capitão José Lourenço da Silva, conhecido como Capitão Zuzinha, da banda da PMPE, um dos inventores do frevo pernambucano, segundo Nelson Ferreira. Misturando o ritmo acelerado do jazz com os ritmos locais, Cap Zuzinha e outros criaram algo completamente novo. Em seguida, ligas carnavalescas foram criadas e competições instituídas. Tais competições causavam grandes conflitos. Para proteger e atacar seus rivais, a comissão de frente desses grupos, chamados de blocos, era formada por capoeiras, que carregavam paus, tacapes e pedras para atacar seus rivais. A partir da repressão da polícia, que passou a exigir licenças para o desfile, as armas foram substituídas por grandes guarda-chuvas, que ainda eram usados para atacar os rivais, porém, misturados com a capoeiras, começaram a produzir passos que mais tarde seriam definidos como passos de Frevo. A palavra vem de vem de ferver, por corruptela, frever, que passou a designar: efervescência, agitação, confusão, rebuliço; apertão nas reuniões de grande massa popular no seu vai e vem em direções opostas. Divulgando o que a boca anônima do povo já espalhava, o Jornal Pequeno, vespertino do Recife que mantinha uma detalhada seção carnavalesca da época, assinada pelo jornalista ""Oswaldo Oliveira"", na edição de 9 de fevereiro de 1907, fez a primeira referência ao ritmo Frevo. Por isso, 9 de Fevereiro é considerado como o Dia do Frevo",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0442,CH-0442,O Homem da Meia-Noite,Local,Agremiação Carnavalesca,,Olinda,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzWOyOUkOGAte7Qq3WuChdyZl7t37tlmXyzIIs-lxEchIGPKTadHcV2FrjN99pSGGPVlL8RldyZgvCRR_z1YsH2B81fPhPWVw3E1dXoiovDE44LxqqkfJf4-G9Jgv-82PVVmxAKnC6Cix-qr3WRwa9sFQZiQHoTY-2LqJJl6DOxWa3KT3QxmkKxe5LFS9o9oGNDszdZ-sLZvw?fife=s16383,"1931 - O Clube Carnavalesco de Alegoria e Crítica O Homem da Meia-Noite foi fundado em 2 de fevereiro de 1931 por Luciano Anacleto de Queiroz, Benedito Bernardino da Silva, Sebastião da Silva,José dos Santos, Heliodoro Pereira da Silva e o Manoel Joaquim dos Santos, conhecido como Neco Monstro. Seu hino, tanto a letra quanto a música, são de autoria do mestre Bernardino da Silva. Surgiu como uma dissidência da Troça Carnavalesca Mista Cariri Olindense por não participarem da chapa oficial da diretoria do Cariri. Para desbancar o Cariri, que até então abria o carnaval de Olinda, e portanto recebia a chave da cidade as 3h do Domingo de Carnaval, o Homem saiu na meia noite do sábado de Zé Pereira e o domingo de rei Momo. A ação durou anos e sempre provocou grandes confrontos entre os dois clubes. Existia um estigma social com o Homem da Meia Noite, cujo os participantes tinham profissões mais humildes, como sapateiros, pintores e estivadores. Entretanto, as agremiações chegaram a um acordo e desde então o bloco abre o carnaval de Olinda e tendo reconciliado-se com o Cariri Olindense, entrega-lhe as chaves da cidade após o seu desfile na sede do Cariri, precisamente as 3h do Domingo de Carnaval, em uma grande apoteose, que antecede do desfile do Cariri. Ficou no museu entre 1949 e 1953, retornando de forma ininterrupta até os dias atuais, em 1954.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
FH-0494,CH-0494,O Maracatu,Fato Histórico,Manifestação Cultural,Museu da Abolição,Pernambuco,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwPAgLYOCFQGmBuhCGt1jTpxBFH2kTeXdsa0jYLJIHc3eOLd9j9i1tPW9d-NePXVJPtg0PeWcBhSyiFCB_gvGSgMYccgWOuLrIGTuuvAdccxTQEBKzb-Pw6HwVabRINSJzrmBJI_q5oIAVz-JyWMbF5hfRZQDoJeCU1YlNFDGvmdIrTmTSfg4tIP4Kk3iUND37z83cGVmlb474?fife=s16383,"Trovões, Agbes e Caixas de Guerra 19h do segundo sábado de outubro e quem entra na rua Euríco Vitrúvio, na localidade do Bode, no bairro do Pina, em Recife, sente as ondas de choque que se originam algumas centenas de metros a frente e sem por onde se se dissipar na Rua estreita, correm rápidas para as saídas mais próximas. Os trovões se originam de 80 alfaias, grandes tambores com pele de bode e em seu centro, a equipe da viração, que modifica o ritmo e adiciona velocidade ao compasso. Misturado a esses, existem caixas de guerra, agogôs e conguês. A frente do grupo, 30 mulheres maravilhosas e de ritmo frenético e sincronizado, tocam seus grandes e belíssimos agbês, instrumentos que produzem um som de arranhado e são feitos de cabaça e miçangas. Alguém atento e com experiência em navegação, associa o batuque a ondas que acertam cascos de navios. Um olhar para a casa na frente de onde o grupo está revela uma replica de uma Caravela: A Santa Maria. Estamos no ensaio da Nação do Maracatu Porto Rico, uma das Nações de Maracatu mais importantes do mundo. Origem, nações e ritos O Maracatu se divide de Baque solto e Virado e a seu primeiro registro é do sec. XVI, em Pernambuco. Apesar de escarças, algumas fontes sugerem que o ritmo surgiu nas senzalas dos grandes engenhos de açúcar do estado, onde as pessoas escravizadas usavam batuques para se comunicar sem os senhores entendessem. Com o tempo, surgiram grupos, muitas vezes representados por membros de uma ramificação familiar. Esses grupos receberam o nome de “Maracatu Nação”, com nome “maracatu” tendo a partir do som do batuque, e seus membros os batizam com denominações que vão penduram pelos séculos a seguir Entre tantos, surgem o Estrela Brilhante e Elefante, esse último, o mais antigo Maracatu Nação em atividade, fundado por Manuel Santiago em 1800 e com Dona Santa Assentados, esses grupos começam a criar sua tradições, usando do sincretismo religioso para estabelecer seu ritos, como o uso de calungas e a suas cortes com rei, rainha, príncipes e outras figuras da corte, como a porta bandeira que surge por influência do Rei Frances Luís XVI e iabás (baianas). 1 de Agosto O Dia do Maracatu foi instituído pelo estado de Pernambuco, em 1997, ano em que o mestre Luís de França fez sua passagem. Luís ficou a frente do Maracatu Leão Coroado por 40 anos e nasceu em 01 de agosto de 1901. Desde 2019, segue em tramitação um texto que busca tornar a data nacional. Veja mais Batuque Book Maracatus-nação Ressignificando Velhas Histórias",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,review,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0461,CH-0461,O Terreiro de Xambá,Local,Templo Religioso,,Olinda,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy_w-vMYBlyws_1ddxy4hKjobbc2G-lugtyl2iJi8oA3BG2j35p2Fct5Jb9RnoaqxioukayAhByE2QFmaSidvTNaiD0IDCtxFAVcR0l7wO0hEnbvcyUnCC2r4d60NBBOkO9MD0g8mZ36ZAXxX_bzDvdM2Ahu1zxKs5JnL_0kBcbDCVPTAL7984okvXXtYwm_JSE14KgHT9PeA?fife=s16383,"A Nação Xambá Em Pernambuco, um dos principais vetores dos ritos afro-brasileiros é a Nação Xambá, fortemente presente na cidade de Olinda e originário de Gana, Nigéria e Camarões. A Nação começa sua presença na cidade quando o babalorixá Arthur Rosendo foge de Maceió para o bairro de Água Fria, em 1920. Antes, ele viveu em Dacar. Estabelecido em água fria ganhou novos adeptos, os quais muitos criaram seus próprios terreiros, como Maria Oyá. O Terreiro de Xambá Em 30, Maria criou o seu terreiro em Campo Grande, o chamando de Xambá e em 1932, finalizou sua iniciação, mesmo ano iniciou Mãe Tila nos ritos da Nação. Tila assumiu a função de Mãe Pequena do terreiro de Santa Bárbara, em 33. Os ritos sobrevieram de forma clandestina a perseguição forte do Estado Novo e o seu maior representante em Pernambuco: Agamenon Magalhães. Como resultado, ambos os terrenos são fechados em 38. Mãe Oyá morre em 39. Apenas em 1950, Mãe Biu de Oyá consegue reabrir o Terreiro de Xambá, na Estrada do Cumbé, no atual Bairro de Dois Unidos e em 1951 se instala no endereço atual, na localidade de São Benedito, Olinda.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0440,CH-0440,Observatório do Alto da Sé,Local,Observatório Astronômico,,Olinda,Pernambuco,Brasil,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxrQoKQKBMqnbH3Pu1NcUzs-XRPJTCfxbs-fwpmMI-JJd0tNipgQYhdQwyX6I4UKDJkdjNXvEyyKpba787Bl_47C0zyRkft-aLRELMYT9_ZnM1wg6vjf6uXnIDilJX7qgusq-hft81Rxwx8tyoNc913h_xnnFrmEvj7XlUTyhB2iEu2O8q9RZwCp85vIk-D5gRTzr7meSpd5Q?fife=s16383,"1860 – A cidade de Olinda, tradicionalmente opulente em recursos, sempre atraiu cientistas e inovadores em busca de financiamento de suas empreitadas. Estudos filosóficos, religiosos, físicos, astronômicos e matemáticos foram sempre presentes na história da cidade. Em seguida ao primeiro grito de um Brasil independente, por Bernardo Vieira de Melo, em 1710, Instituições como o Seminário Diocesano e a Faculdade de Direito de Olinda, foram criados e trouxeram mais pesquisadores para a cidade. Um deles foi o francês Emmanuel Liais, que seria o futuro diretor do Observatório Imperial Brasileiro e veterano do Observatório de Paris, onde ajudou a construir uma rede de Meteorológica. Liais veio ao Brasil para observar o Eclipse Solar de 1858 e se estabeleceu, chegando em Olinda em 1859, onde começou seus estudos na cidade, ainda a serviço do Observatório Imperial de Paris. Em 1860, de seu ponto de observação no Alto da Sé, ele descobriu um cometa, o Cometa Olinda (C/1860 D1), de órbita parabólica, impedindo a observação no mesmo local. No mesmo local, foi observado o trânsito de Vênus em 1882, confirmando a sua trajetória em um estudo iniciado em 1874, em Nagasaki no Japão. Em 1890, o governador Alexandre José Barbosa Lima manda construir o Observatório do Alto da Sé que em 1922 vai ser transformado em uma Estação Meteorológica e desativado em 1960, tendo sua edificação abandonada. Apenas em 2004, é reformado e inaugurado como parte do Espaço Ciência, ganhando a sua cúpula e iniciando o serviço da sua função atual: Um observatório didático para com 3 exposições permanentes incentivar jovens nos passos da astronomia.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0248,CH-0248,Oficina Brennand,Local,Museu,Várzea,Recife,Pernambuco,Brasil,,,,"Oficina Brennand é um museu localizado em Várzea, no Recife/Pernambuco. O espaço se relaciona à formação cultural, educacional ou artística de Pernambuco e ajuda a preservar memórias, práticas e experiências coletivas. aparece associado a Francisco Brennand, indicando sua função como registro de conhecimento, sociabilidade e produção cultural. o registro aproxima educação, patrimônio, cultura urbana e trajetórias históricas que atravessam a cidade.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0391,CH-0391,Paço Alfândega,Local,Sítio Histórico,Recife Antigo,Recife,Pernambuco,Brasil,,,,"Paço Alfandega é um sitio histórico localizado em Recife Antigo, no Recife/Pernambuco. Relaciona-se a Avenida da Madre de Deus, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Paço Alfandega funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,Consolidado com conexões originais da Base Ajustada e similares da pesquisa IA para Pernambuco; limitado às 15 primeiras conexões únicas por compatibilidade com a base funcional.
LC-0580,CH-0580,Paço do Frevo,Local,Museu,Recife Antigo,Recife,Pernambuco,Brasil,,,,"O Paço do Frevo é o termo correto para a referência às vezes escrita como “Praço do Frevo”. Localizado no coração do Bairro do Recife, é um centro cultural e museu interativo dedicado à salvaguarda, pesquisa e celebração do frevo, ritmo reconhecido como Patrimônio Cultural Imaterial da Humanidade pela UNESCO. Instalado no antigo prédio da Western Telegraph Company, reúne exposições, acervos, música, dança e vivências ligadas ao Carnaval do Recife.",https://pt.wikipedia.org/wiki/Pa%C3%A7o_do_Frevo; https://en.wikipedia.org/wiki/Frevo; https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html,validated,"Padronizar grafia como Paço do Frevo, não Praço do Frevo."
